PRODUTOR;CNPJ_PRODUTOR;PAIS_PRODUTOR;TITULO_ORIGINAL;CPB
SUN 7 STUDIO LTDA;008.631.917/0001-04;BRASIL;A LENDA DO JORGE CABELEIRA;B1600495200000
SUN 7 STUDIO LTDA;008.631.917/0001-04;BRASIL;FLOR DA SAUDADE;B1301954700000
SUN 7 STUDIO LTDA;008.631.917/0001-04;BRASIL;ORGANISMO;B1700497900000
SUN 7 STUDIO LTDA;008.631.917/0001-04;BRASIL;RAIAR OU O VINGADOR DA SOLIDÃO (CLIPE OFICIAL);B1800448500000
SUN 7 STUDIO LTDA;008.631.917/0001-04;BRASIL;REFAZENDA NAÇÃO ZUMBI;B1800384700000
SUN 7 STUDIO LTDA;008.631.917/0001-04;BRASIL;REI URBANO;B1301955000000
SUN7 AUDIO E VIDEO LTDA - ME;011.069.144/0001-10;BRASIL;QUE SEJA ETERNO ENQUANTO CURE;B2200219100000
SUNBO PRODUCOES LTDA - ME;017.031.467/0001-00;BRASIL;VISIONÁRIOS DA QUEBRADA;B1800504900000
SUNDANCE INSTITUTE FEATURE FILM PROGRAM;NÃO INFORMADO;ESTADOS UNIDOS;NOITE DE FOGO;B2100427500000
SUNG SUN FAI;PESSOA FÍSICA;BRASIL;A MÁ CRIADA;B1101532900000
SUNNY YASMIN MAIA OLIVEIRA;PESSOA FÍSICA;BRASIL;NA ESTRADA SEM FIM HÁ LAMPEJOS DE ESPLENDOR;B2200251000000
SUNNY YASMIN MAIA OLIVEIRA;PESSOA FÍSICA;BRASIL;PÁTRIA;B2000336600000
SUNSHINE ENTERTAINMENT PRODUCTION LLC;NÃO INFORMADO;ESTADOS UNIDOS;O ARRASADOR DE CORAÇÕES;B1201601200000
SUNSHINE ENTERTAINMENT PRODUÇÃO DE EVENTOS LTDA;005.131.028/0001-81;BRASIL;AMIZADE SINCERA;B1001277400000
SUNSHINE ENTERTAINMENT PRODUÇÃO DE EVENTOS LTDA;005.131.028/0001-81;BRASIL;HARMONIA DO SAMBA - AO VIVO EM SALVADOR;B0500422000000
SUNSHINE ENTERTAINMENT PRODUÇÃO DE EVENTOS LTDA;005.131.028/0001-81;BRASIL;HARMONIA ROMÂNTICO AO VIVO;B0800966200000
SUNSHINE PRODUÇÃO DE EVENTOS LTDA.;005.151.362/0001-05;BRASIL;LATINO - LIVE IN COPACABANA;B1201635900000
SUNSHINE PRODUÇÕES LTDA;009.193.852/0001-17;BRASIL;BARCA DO BINHO, O FILME;B0901083400000
SUPER A MARKETING E PRODUCOES AUDIOVISUAIS LTDA;028.844.981/0001-72;BRASIL;AMOR RADICAL;B2400387800000
SUPER A MARKETING E PRODUCOES AUDIOVISUAIS LTDA;028.844.981/0001-72;BRASIL;JANELA ABERTA;B2000256000000
SUPER BEBÊ EIRELI - EPP;005.372.777/0001-09;BRASIL;BEBÊ MAIS CANTIGAS;B1001238300000
SUPER BEBÊ EIRELI - EPP;005.372.777/0001-09;BRASIL;BEBÊ MAIS FILHOTES;B1700104000000
SUPER BEBÊ EIRELI - EPP;005.372.777/0001-09;BRASIL;BEBÊ MAIS MUNDO;B0700715600000
SUPER BEBÊ EIRELI - EPP;005.372.777/0001-09;BRASIL;BEBÊ MAIS NATAL;B0600589300000
SUPER BEBÊ EIRELI - EPP;005.372.777/0001-09;BRASIL;BEBÊ MAIS NÚMEROS;B0800839500000
SUPER BEBÊ EIRELI - EPP;005.372.777/0001-09;BRASIL;BICHOS;B0500333200000
SUPER BEBÊ EIRELI - EPP;005.372.777/0001-09;BRASIL;BICHOS 2;B0500333000000
SUPER BEBÊ EIRELI - EPP;005.372.777/0001-09;BRASIL;CASA;B0600490000000
SUPER BEBÊ EIRELI - EPP;005.372.777/0001-09;BRASIL;CORES;B0500375700000
SUPER BEBÊ EIRELI - EPP;005.372.777/0001-09;BRASIL;FORMAS;B0500375500000
SUPER BEBÊ EIRELI - EPP;005.372.777/0001-09;BRASIL;MÚSICA;B0500375800000
SUPER BEBÊ EIRELI - EPP;005.372.777/0001-09;BRASIL;NATUREZA;B0500375600000
SUPER BEBÊ EIRELI - EPP;005.372.777/0001-09;BRASIL;O MELHOR DE BEBÊ MAIS;B0900989500000
SUPER CAMERA CINEMATOGRAFICA LTDA.;010.772.357/0001-41;BRASIL;A BOLA;B1201592300000
SUPER CAMERA CINEMATOGRAFICA LTDA.;010.772.357/0001-41;BRASIL;CAFÉ AMARGO;B1101521700000
SUPER CAMERA CINEMATOGRAFICA LTDA.;010.772.357/0001-41;BRASIL;CARTAS CONSOLADORAS;B2400188100000
SUPER CAMERA CINEMATOGRAFICA LTDA.;010.772.357/0001-41;BRASIL;CONDOMINIO LEGAL;B1201591800000
SUPER CAMERA CINEMATOGRAFICA LTDA.;010.772.357/0001-41;BRASIL;FORDLANDIA -ANATOMIA DE UM FILME;B1402099400000
SUPER CAMERA CINEMATOGRAFICA LTDA.;010.772.357/0001-41;BRASIL;MUNDO URBEX - EXPLORADORES URBANOS - 1ª TEMPORADA;B2400174800000
SUPER CAMERA CINEMATOGRAFICA LTDA.;010.772.357/0001-41;BRASIL;MUNDO URBEX - EXPLORADORES URBANOS - 3ª TEMPORADA;B2500024300000
SUPER CAMERA CINEMATOGRAFICA LTDA.;010.772.357/0001-41;BRASIL;MUNDO URBEX - URBEX NEWS;B2400174400000
SUPER CAMERA CINEMATOGRAFICA LTDA.;010.772.357/0001-41;BRASIL;OPRESSOR;B1402095800000
SUPER CAMERA CINEMATOGRAFICA LTDA.;010.772.357/0001-41;BRASIL;PARA SEMPRE NUNCA MAIS;B1402098800000
SUPER CAMERA CINEMATOGRAFICA LTDA.;010.772.357/0001-41;BRASIL;TALK DATA;B2400193100000
SUPER OITO FILMES LTDA;012.743.129/0001-79;BRASIL;MASSINHAS;B2500165400000
SUPER OITO FILMES LTDA;012.743.129/0001-79;BRASIL;MICROCONTOS;B1900199100000
SUPER OITO FILMES LTDA;012.743.129/0001-79;BRASIL;O COMEDY CLUBE;B2200259600000
SUPER OITO FILMES LTDA;012.743.129/0001-79;BRASIL;O ESPETÁCULO DAS AMÉRICAS;B1900199000000
SUPER OITO FILMES LTDA;012.743.129/0001-79;BRASIL;O SILÊNCIO QUE CANTA POR LIBERDADE;B2200322100000
SUPER OITO FILMES LTDA;012.743.129/0001-79;BRASIL;OUÇA-ME;B1500544000000
SUPER OITO FILMES LTDA;012.743.129/0001-79;BRASIL;PALMAS, EU GOSTO DE TU!;B1900198900000
SUPER PRODUÇÕES ARTÍSTICAS LTDA;028.018.950/0001-62;Não Informado;HISTÓRIA DE VERÃO;B0500316700000
SUPER PRODUÇÕES E IDÉIAS COMERCIAIS LTDA.;004.370.491/0001-13;BRASIL;NO MESMO LUGAR DE SEMPRE;B1101355100000
SUPER TV HD LTDA;028.842.875/0001-50;BRASIL;CHEGUEI CHEGANDO;B1800292800000
SUPER TV HD LTDA;028.842.875/0001-50;BRASIL;ENFOQUE POLITICO;B1800300600000
SUPER TV HD LTDA;028.842.875/0001-50;BRASIL;FORA DE CONTROLE;B1800294100000
SUPER TV HD LTDA;028.842.875/0001-50;BRASIL;GERAÇÃO SAÚDE;B1800302600000
SUPER TV HD LTDA;028.842.875/0001-50;BRASIL;TAMO JUNTO;B1800292300000
SUPERCOMBO PRODUÇÕES LTDA;033.935.010/0001-78;BRASIL;"""AO VIVO QUANDO A TERRA ERA REDONDA""";B2100543200000
SUPERNOVA ENTERTAINMENT LTDA;047.209.827/0001-73;BRASIL;CONTAGEM;B2400215800000
SUPERNOVA ENTERTAINMENT LTDA;047.209.827/0001-73;BRASIL;DO ZERO;B2400164400000
SUPERNOVA ENTERTAINMENT LTDA;047.209.827/0001-73;BRASIL;EI MÔ;B2400212500000
SUPERNOVA ENTERTAINMENT LTDA;047.209.827/0001-73;BRASIL;INVISÍVEL PT2;B2400213500000
SUPERNOVA ENTERTAINMENT LTDA;047.209.827/0001-73;BRASIL;MENOR QUENTE;B2400520200000
SUPERNOVA ENTERTAINMENT LTDA;047.209.827/0001-73;BRASIL;MSN;B2400213600000
SUPERNOVA ENTERTAINMENT LTDA;047.209.827/0001-73;BRASIL;MÔNACO FREESTYLE;B2500088600000
SUPERNOVA ENTERTAINMENT LTDA;047.209.827/0001-73;BRASIL;NOVO BALANÇO;B2400213800000
SUPERNOVA ENTERTAINMENT LTDA;047.209.827/0001-73;BRASIL;NÓIS É NÓIS;B2400213700000
SUPERNOVA ENTERTAINMENT LTDA;047.209.827/0001-73;BRASIL;OS MENINO DA NOVA;B2400338800000
SUPERNOVA ENTERTAINMENT LTDA;047.209.827/0001-73;BRASIL;PALADAR INFANTIL;B2400215700000
SUPERNOVA ENTERTAINMENT LTDA;047.209.827/0001-73;BRASIL;PINHEIROS;B2400231700000
SUPERNOVA ENTERTAINMENT LTDA;047.209.827/0001-73;BRASIL;SOMOS PROFISSIONAIS;B2400292600000
SUPERNOVA ENTERTAINMENT LTDA;047.209.827/0001-73;BRASIL;TANGO;B2500021700000
SUPERNOVA ENTERTAINMENT LTDA;047.209.827/0001-73;BRASIL;TUDO TÃO NOVO;B2400441600000
SUPERNOVA PRODUCOES CINEMATOGRAFICAS LTDA;031.125.999/0001-29;BRASIL;HERÓIS DO LÁPIS;B2500362700000
SUPERNOVA PRODUCOES CINEMATOGRAFICAS LTDA;031.125.999/0001-29;BRASIL;SOB O OLHAR DAS ESTRELAS;B1800488800000
SUPEROUTRO PRODUCOES ARTISTICAS LTDA;050.224.335/0001-61;BRASIL;PERÉIO, EU TE ODEIO;B2400346700000
SURF CO LTDA;053.356.259/0001-36;BRASIL;BAGUS BAGARAI;B1500262400000
SURF CO LTDA;053.356.259/0001-36;BRASIL;FÁBIO FABULOSO;B0500446000000
SURREAL HOTEL ARTS LTDA.;035.739.292/0001-63;BRASIL;AQUI NÃO ENTRA LUZ;B2500440400000
SURREAL HOTEL ARTS LTDA.;035.739.292/0001-63;BRASIL;LOVEZINHO;B2200313400000
SURREAL HOTEL ARTS LTDA.;035.739.292/0001-63;BRASIL;NU;B2400336500000
SURREAL PRODUÇÃO AUDIO VISUAL LTDA;093.740.678/0001-91;BRASIL;AS PARCEIRAS;B0500412200000
SURREAL PRODUÇÃO AUDIO VISUAL LTDA;093.740.678/0001-91;BRASIL;BOLA DE FOGO;B0400121600000
SURREAL PRODUÇÃO AUDIO VISUAL LTDA;093.740.678/0001-91;BRASIL;DOIS FILMES EM UMA NOITE;B0500179100000
SURREAL PRODUÇÃO AUDIO VISUAL LTDA;093.740.678/0001-91;BRASIL;HISTORIAS CURTAS 2009 - SEM SINAL;B1001238700000
SURREAL PRODUÇÃO AUDIO VISUAL LTDA;093.740.678/0001-91;BRASIL;HISTÓRIAS CURTAS - MÃOS DADAS;B1001309900000
SURREAL PRODUÇÃO AUDIO VISUAL LTDA;093.740.678/0001-91;BRASIL;MESTRES EM OBRA;B0901023500000
SUSAN BEATRIZ SOUZA RODRIGUES;PESSOA FÍSICA;BRASIL;A 7 TRAGOS DO CHÃO;B2000206500000
SUSAN PEREIRA DA SILVA;014.864.686/0001-73;BRASIL;AS BALAS QUE NÃO DEI AO MEU FILHO;B1800380300000
SUSAN PEREIRA DA SILVA;014.864.686/0001-73;BRASIL;BANDO, UM FILME DE:;B1800441200000
SUSAN PEREIRA DA SILVA;014.864.686/0001-73;BRASIL;BRASEIRO;B1402098400000
SUSAN PEREIRA DA SILVA;014.864.686/0001-73;BRASIL;CASSIANO;B1500475600000
SUSAN PEREIRA DA SILVA;014.864.686/0001-73;BRASIL;CORES E FLORES PARA TITA;B1700236300000
SUSAN PEREIRA DA SILVA;014.864.686/0001-73;BRASIL;DO QUE APRENDI COM MINHAS MAIS VELHAS;B1700171800000
SUSAN PEREIRA DA SILVA;014.864.686/0001-73;BRASIL;IJÓ DUDU - MEMÓRIAS DA DANÇA NEGRA NA BAHIA;B2400508600000
SUSAN PEREIRA DA SILVA;014.864.686/0001-73;BRASIL;O CASO DE ESTER;B1402098100000
SUSAN PEREIRA DA SILVA;014.864.686/0001-73;BRASIL;O PRIMEIRO BEIJO;B2500403000000
SUSAN PEREIRA DA SILVA;014.864.686/0001-73;BRASIL;TIMIDEZ;B2500008700000
SUSANA MARA DA SILVA LIRA;PESSOA FÍSICA;BRASIL;MÃOS DE VENTO E OLHOS DE DENTRO;B0800868400000
SUSANNE ELERO BETIOLLI;PESSOA FÍSICA;BRASIL;ATENDIMENTOS DE IDOSOS COM DOR NO PEITO NA UPA;B2400037300000
SUSI LOCATELLI FROMER;PESSOA FÍSICA;BRASIL;TITÃS - A VIDA ATÉ PARECE UMA FESTA;B0800925800000
SUZANA ALTERO BISPO;PESSOA FÍSICA;BRASIL;PITANGUEIRA;B1101476900000
SUZANA AMARAL REZENDE - ME;008.741.933/0001-41;BRASIL;HOTEL ATLÂNTICO;B0901117100000
SUZANA FELSKE MORALES;PESSOA FÍSICA;BRASIL;SAMBINHA DO AJUNTAMENTO;B2100462000000
SUZANA TEIXEIRA DE MACEDO;PESSOA FÍSICA;BRASIL;LIVROS QUE AMEI - PRIMEIRA TEMPORADA;B1101525600000
SUZANNA BORBA DE ARAÚJO;PESSOA FÍSICA;BRASIL;AMARO FREITAS - O PIANO COMO EXTENSÃO DA ALMA;B2200089900000
SUÇUARANA FILMES LTDA;044.983.918/0001-73;BRASIL;NO BATENTE;B2400259700000
SUÉLEN CUNHA CARDOSO;PESSOA FÍSICA;BRASIL;MÃES ATÍPICAS: QUEM CUIDA DE QUEM CUIDA?;B2500064100000
SWAHILI VIDAL MOREIRA;PESSOA FÍSICA;BRASIL;CABELO BOM;B1700071500000
SWAHILI VIDAL MOREIRA;PESSOA FÍSICA;BRASIL;CABINDA;B2400043100000
SWAMP PRODUÇÕES LTDA.;060.192.580/0001-98;BRASIL;BANCO DE SANGUE;B0700650100000
SWEN ENTRETENIMENTOS LTDA;005.446.058/0001-87;BRASIL;ENTRE LENÇÓIS;B0800947000000
SWEN ENTRETENIMENTOS LTDA;005.446.058/0001-87;BRASIL;LADO SOMBRIO;B2300453400000
SWEN PRODUCOES LTDA;009.160.968/0001-50;BRASIL;CASAMENTO BLINDADO - O SEU CASAMENTO À PROVA DE DIVÓRCIO;B1700117300000
SWEN PRODUCOES LTDA;009.160.968/0001-50;BRASIL;ENTRE LENÇÓIS;B0800947000000
SYLAS GOMES DE ANDRADE;PESSOA FÍSICA;BRASIL;5 VEZES BARCELLOS - A TRAJETORIA DE UM ATOR DE CINEMA;B0901103600000
SYLAS GOMES DE ANDRADE;PESSOA FÍSICA;BRASIL;DE PEITO ABERTO - BOXE E CIDADANIA - A HISTÓRIA DE RAFF GIGLIO;B1600510300000
SYLAS GOMES DE ANDRADE;PESSOA FÍSICA;BRASIL;ROCHA LEÃO - A PEROLA QUE O TEMPO NÃO APAGOU;B0901103800000
SYLAS GOMES DE ANDRADE;PESSOA FÍSICA;BRASIL;SAMBAQUI DA TARIOBA - PRESERVAR E PRECISO;B0901104200000
SYLVESTRE PETER JOACHIN CAMPE;PESSOA FÍSICA;ALEMANHA;RUMO AO NORDESTE;B1402122600000
SYLVIA CRISTINA TOLEDO GOUVEIA;PESSOA FÍSICA;BRASIL;"""OPINIÃO"" (1964): POÉTICAS DA VOZ, POÉTICAS QUE DÃO VOZ";B2500094300000
SYLVIA PATRICIA PRODUCOES ARTISTICAS LTDA;000.918.605/0001-66;BRASIL;BEAT CHIC;B2300029400000
SYLVIA PATRICIA PRODUCOES ARTISTICAS LTDA;000.918.605/0001-66;BRASIL;C'EST LA VIE;B2300470800000
SYLVIA PATRICIA PRODUCOES ARTISTICAS LTDA;000.918.605/0001-66;BRASIL;POR TODAS AS RUAS;B2400083400000
SYLVIA PATRICIA PRODUCOES ARTISTICAS LTDA;000.918.605/0001-66;BRASIL;VINHO E TERROIR;B2200169400000
SYLVIO GOMES LANNA;PESSOA FÍSICA;BRASIL;MALANDRO, TERMO CIVILIZADO OU MALANDRANDO;B1900571300000
SYLVIO GOMES LANNA;PESSOA FÍSICA;BRASIL;O ROTEIRO DO GRAVADOR;B1001301200000
SYLVIO GOMES LANNA;PESSOA FÍSICA;BRASIL;SAGRADA FAMÍLIA;B1900059500000
SYLVIO GOMES LANNA;PESSOA FÍSICA;BRASIL;SUPERSTIÇÃO E FUTEBOL;B1101539200000
SYLVIO GOMES LANNA;PESSOA FÍSICA;BRASIL;SUPERSTIÇÃO E FUTEBOL;B1800606300000
SYLVIO IASI NETO;PESSOA FÍSICA;BRASIL;OLHOS NO MAR - CARBONO 5;B2300530200000
SYLVIO IASI NETO;PESSOA FÍSICA;BRASIL;UMA NOITE PRA LEMBRAR - CLIPE DO CARBONO 5;B2400158400000
SYMBIOSYS TECHNOLOGIES;NÃO INFORMADO;INDIA;OSWALDO - 2° TEMPORADA;B1900211700000
SYMBYOSIS TECNOLOGIES;NÃO INFORMADO;INDIA;ARCA DE NOÉ;B2400283000000
SYNAPSE BRAZIL LICENCIAMENTO DE DIREITOS AUDIOVISUAIS LTDA;002.185.369/0001-41;BRASIL;INVENCÍVEIS;B2500500100000
SYNAPSE BRAZIL LICENCIAMENTO DE DIREITOS AUDIOVISUAIS LTDA;002.185.369/0001-41;BRASIL;PLANETA PALAVRA;B1900413700000
SYNAPSE COMPUTAÇÃO GRÁFICA LTDA;004.547.367/0001-80;BRASIL;ANDROMEDA;B1402212500000
SYNAPSE COMPUTAÇÃO GRÁFICA LTDA;004.547.367/0001-80;BRASIL;CRIANÇAS;B1402120400000
SYNAPSE COMPUTAÇÃO GRÁFICA LTDA;004.547.367/0001-80;BRASIL;DIOGO AVER;B1402104100000
SYNAPSE COMPUTAÇÃO GRÁFICA LTDA;004.547.367/0001-80;BRASIL;ON THE WAY TO THE STARS 360°;B1500242300000
SYNAPSE COMPUTAÇÃO GRÁFICA LTDA;004.547.367/0001-80;BRASIL;PORTAS DE BRONZE;B1402120700000
SYNAPSE PRODUÇÕES LTDA;040.271.140/0001-19;BRASIL;MUNDO CABE NUMA CADEIRA DE BARBEIRO, O;B0300014700000
SYNDROME FILMES E PRODUÇÕES CINEMATOGRÁFICAS LTDA;009.409.976/0001-97;BRASIL;DIAMANTINO;B1800445100000
SYNDROME FILMES E PRODUÇÕES CINEMATOGRÁFICAS LTDA;009.409.976/0001-97;BRASIL;DIZER ADEUS;B2400117600000
SYNDROME FILMES E PRODUÇÕES CINEMATOGRÁFICAS LTDA;009.409.976/0001-97;BRASIL;FALA COMIGO;B1600708000000
SYNDROME FILMES E PRODUÇÕES CINEMATOGRÁFICAS LTDA;009.409.976/0001-97;BRASIL;GISELA;B1101457500000
SYNDROME FILMES E PRODUÇÕES CINEMATOGRÁFICAS LTDA;009.409.976/0001-97;BRASIL;OINC;B1301763100000
SYNDROME FILMES E PRODUÇÕES CINEMATOGRÁFICAS LTDA;009.409.976/0001-97;BRASIL;RAINHAS;B1101455700000
SYNDROME FILMES E PRODUÇÕES CINEMATOGRÁFICAS LTDA;009.409.976/0001-97;BRASIL;RUAS DA GLÓRIA;B2400397700000
SYNDROME FILMES E PRODUÇÕES CINEMATOGRÁFICAS LTDA;009.409.976/0001-97;BRASIL;SATÉLITES;B1402150800000
SYNDROME FILMES E PRODUÇÕES CINEMATOGRÁFICAS LTDA;009.409.976/0001-97;BRASIL;SÓ POR HOJE;B1700064100000
SYNDROME FILMES E PRODUÇÕES CINEMATOGRÁFICAS LTDA;009.409.976/0001-97;BRASIL;TUÃ INGUGU;B1900572000000
SYNDROME FILMES E PRODUÇÕES CINEMATOGRÁFICAS LTDA.;009.409.976/0001-97;BRASIL;PENDULAR;B1700104200000
SYNDROME FILMES E PRODUÇÕES CINEMATOGRÁFICAS LTDA.;009.409.976/0001-97;BRASIL;RELATOS DO FRONT;B1900253800000
SYNDROME FILMES E PRODUÇÕES CINEMATOGRÁFICAS LTDA.;009.409.976/0001-97;BRASIL;TEATRO DE MÁSCARAS;B2300109500000
SÁVIO MARCELO LEMOS DE ALMEIDA FILHO;PESSOA FÍSICA;BRASIL;CANA QUEIMADA DE DESEJOS;B2500284500000
SÁVIO TÔRRES QUEIROZ DE SOUZA;PESSOA FÍSICA;BRASIL;VÍDEO EDUCATIVO PARA MÉDICOS VETERINÁRIOS E PROFISSIONAIS DA ÁREA DE SAÚDE;B2400464400000
SÂMYA GHENEIM MARIN;PESSOA FÍSICA;BRASIL;PINGUINHO;B2000386000000
SÃO FILMES PRODUÇÕES ARTÍSTICAS LTDA;014.755.369/0001-19;BRASIL;QUE EU NÃO DURMA SEM QUE ACORDE DURANTE A NOITE;B1301812300000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;100 % JARDIM ÂNGELA;B1301767800000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;7 VOLTAS - HISTÓRIAS DO PARQUE DOM PEDRO II E MERCADO MUNICIPAL(RIO DAS SETE VOLTAS);B1001337900000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;A BARRA FUNDA PEDE PASSAGEM;B0800827900000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;A CIDADE AO CUBO (CONGONHAS);B1101454200000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;A CIDADE DOS SONHOS;B1201610700000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;A CIDADE QUE NASCE NA LUZ(LUZ);B1001337600000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;ALTIPLANO PARI;B1001339500000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;ANHANGABAÚ - SALA DE VISITAS DE SÃO PAULO;B1001206200000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;ARTISTAS NO CENTRO;B1201629700000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;ARTUR ALVIM, DA MEMÓRIA A HISTÓRIA;B1201670300000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;AS IMAGENS, AS PALAVRAS E AS COISAS;B1500882200000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;AÇUCENA;B1500867500000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;BALÉ DA CIDADE DE SÃO PAULO: 45 ANOS;B1301894100000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;BARQUEIRO;B1500651000000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;BATUQUE DE GRAXA;B1302012600000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;BELÉM, IMIGRANTES OPERÁRIOS;B1101414500000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;BIXIGA: A BELA VISTA DO PALCO BRASILEIRO;B1001231900000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;BRÁS, SOTAQUES E DESMEMÓRIAS;B1001343200000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;CAGUAÇU - A MATA GRANDE (PARQUE DO CARMO);B1201562800000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;CAIXA MÁGICA;B1101395500000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;CAMPOS ELÍSEOS;B1001338000000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;CANGAÍBA: LUZ E MOVIMENTO;B1402255000000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;CANINDÉ - GALINHADA, BACALHAU E FRICASSÉ;B1201565000000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;CAPELA DO SOCORRO-O BALNEÁRIO PAULISTANO(CAPELA DO SOCORRO);B1101390700000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;CAPÃO REDONDO - SINTONIA DA QUEBRADA;B0800833000000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;CARA OU COROA;B1201586300000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;CASA VERDE ESSE BAIRRO DÁ SAMBA;B1101417000000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;CHEGADOS, BAIRRO DO LAJEADO;B1201697300000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;CHORA MENINO, CRÔNICA DE UM CEMITÉRIO;B1201644200000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;CIDADE DUTRA: A REALIZAÇÃO DE UM SONHO;B1500647500000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;CIDADE LIMPA;B1101345400000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;CINZAS ETERNAS - UMA DECLARAÇÃO DE AMOR À LAPA;B1101388300000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;CITITUR PELO VELHO E NOVO SANTO AMARO;B0901113200000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;CORPO CIDADE;B1201616500000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;CRV CLG - COMO RECEBE VOCÊ COLEGA?;B1101427500000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;DISTRITO DE BRASILÂNDIA E SUAS HISTÓRIAS(BRASILÂNDIA);B1001331000000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;DOCES LEMBRANÇAS - HISTÓRIAS SABOROSAS DO PARI;B1101380500000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;EM CARTAZ;B1101461700000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;ENRAIZADOS;B1201578900000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;ENTRE VALES;B1301935400000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;ENTREMUNDO;B1500688400000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;ERMELINO É LUZ (ERMELINO MATARAZZO: TEMPO E EVOLUÇÃO);B1101390600000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;FATIA PAULISTA;B1101373300000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;FELICIDADE EM CONSTRUÇÃO(JARDIM FELICIDADE);B1101390500000
SÃO PAULO SECRETARIA MUNICIPAL DE CULTURA;049.269.244/0001-63;BRASIL;FLORESCER EM SÃO PAULO;B1101390300000
